QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
56	3	ctg8821_1_0_876_neg	92.12%	51.84%	287	1.17221e-88	squalene--hopene cyclase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI2336656?report=genbank
57	1	ctg73125_1_0_867_pos	86.46%	51.00%	253	1.0647e-75	hypothetical protein DMG07_01945 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYV19412?report=genbank
57	2	ctg73125_1_0_867_pos	85.07%	50.20%	257	6.13649e-75	non-ribosomal peptide synthetase, partial [Westiellopsis	https://www.ncbi.nlm.nih.gov/protein/WP_131121324?report=genbank
57	3	ctg73125_1_0_867_pos	86.46%	52.26%	259	8.04579e-75	hybrid non-ribosomal peptide synthetase/type I	https://www.ncbi.nlm.nih.gov/protein/WP_047857045?report=genbank
58	1	ctg1216_29_19807_20671_neg	96.52%	68.35%	379	1.21178e-129	hypothetical protein DMD78_00905 [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM28184?report=genbank
58	2	ctg1216_29_19807_20671_neg	96.52%	68.10%	378	2.85152e-129	DUF692 domain-containing protein [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/RPH75692?report=genbank
58	3	ctg1216_29_19807_20671_neg	92.68%	68.42%	377	1.82212e-128	hypothetical protein DMD91_11180 [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYO00088?report=genbank
59	1	ctg232_11_13941_14796_neg	98.59%	64.29%	381	3.83149e-130	DUF692 domain-containing protein [Planctomycetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3819977?report=genbank
59	2	ctg232_11_13941_14796_neg	98.24%	58.93%	360	2.60021e-122	DUF692 domain-containing protein [Blastocatellia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX7219203?report=genbank
59	3	ctg232_11_13941_14796_neg	97.18%	60.51%	359	1.27227e-121	DUF692 domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI4749863?report=genbank
60	1	ctg216_37_37318_38185_pos	98.61%	80.99%	478	8.21338e-169	squalene synthase HpnD [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM56148?report=genbank
60	2	ctg216_37_37318_38185_pos	98.61%	80.63%	476	7.94145e-168	squalene synthase HpnD [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM49384?report=genbank
60	3	ctg216_37_37318_38185_pos	98.61%	80.63%	474	2.40258e-167	squalene synthase HpnD [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM76054?report=genbank
61	1	ctg266_9_11213_12077_neg	99.30%	64.01%	264	3.09767e-84	squalene synthase [Hyphomicrobiaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPI32960?report=genbank
61	2	ctg266_9_11213_12077_neg	94.43%	54.01%	221	2.29561e-67	hypothetical protein F9K29_23470 [Hyphomicrobiaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/KAB2911046?report=genbank
61	3	ctg266_9_11213_12077_neg	95.12%	50.91%	197	5.88129e-56	hypothetical protein E6G91_23255 [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ63469?report=genbank
62	1	ctg53750_1_0_831_pos	88.41%	61.22%	288	1.95046e-94	squalene/phytoene synthase family protein [Terrimicrobium	https://www.ncbi.nlm.nih.gov/protein/WP_075080828?report=genbank
62	2	ctg53750_1_0_831_pos	88.41%	60.41%	273	1.43032e-88	squalene/phytoene synthase family protein [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/MBN8709755?report=genbank
62	3	ctg53750_1_0_831_pos	88.04%	60.66%	268	2.54078e-85	hypothetical protein DB345_08825 [Spartobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/PTX96336?report=genbank
63	1	ctg1735_13_9174_10005_neg	99.28%	77.82%	441	1.72795e-154	bacteriocin [Candidatus Rokubacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PWU25540?report=genbank
63	2	ctg1735_13_9174_10005_neg	98.55%	66.54%	360	2.39355e-122	bacteriocin family protein [bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX3024395?report=genbank
63	3	ctg1735_13_9174_10005_neg	96.38%	60.67%	332	1.79394e-111	bacteriocin family protein [Candidatus Binatia	https://www.ncbi.nlm.nih.gov/protein/MBY0279825?report=genbank
64	1	ctg2871_11_11267_12092_pos	99.64%	75.55%	436	5.58952e-151	hypothetical protein DMD79_06410 [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM64500?report=genbank
64	2	ctg2871_11_11267_12092_pos	99.64%	65.33%	375	1.64792e-128	hypothetical protein [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBM3542849?report=genbank
64	3	ctg2871_11_11267_12092_pos	96.35%	61.89%	350	1.22369e-118	hypothetical protein [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBM3542066?report=genbank
65	1	ctg102384_1_0_798_neg	74.06%	76.59%	315	4.41583e-104	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/RPI48912?report=genbank
65	2	ctg102384_1_0_798_neg	72.18%	78.50%	310	1.45409e-102	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MSO57121?report=genbank
65	3	ctg102384_1_0_798_neg	70.30%	70.15%	265	7.40561e-85	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MAG71444?report=genbank
66	1	ctg105728_1_0_798_neg	100.00%	61.42%	335	1.73005e-103	MAG: amino acid adenylation domain-containing	https://www.ncbi.nlm.nih.gov/protein/UCF78982?report=genbank
66	2	ctg105728_1_0_798_neg	99.62%	62.03%	333	5.62886e-101	non-ribosomal peptide synthetase [Nostocales cyanobacterium	https://www.ncbi.nlm.nih.gov/protein/ARV57484?report=genbank
66	3	ctg105728_1_0_798_neg	100.00%	56.93%	316	2.71343e-100	non-ribosomal peptide synthetase [Nitrospiraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/HAM51533?report=genbank
67	1	ctg33365_1_0_798_neg	100.00%	55.23%	301	6.51259e-90	MULTISPECIES: amino acid adenylation domain-containing	https://www.ncbi.nlm.nih.gov/protein/WP_169264168?report=genbank
67	2	ctg33365_1_0_798_neg	100.00%	54.15%	296	4.69243e-88	non-ribosomal peptide synthetase [Fischerella sp.	https://www.ncbi.nlm.nih.gov/protein/WP_017308082?report=genbank
67	3	ctg33365_1_0_798_neg	99.62%	55.04%	293	3.20242e-87	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBW4628909?report=genbank
68	1	ctg118382_1_0_792_pos	100.00%	81.58%	451	1.07376e-151	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/WP_079607350?report=genbank
68	2	ctg118382_1_0_792_pos	100.00%	83.33%	446	2.0147e-151	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/WP_224924411?report=genbank
68	3	ctg118382_1_0_792_pos	100.00%	83.71%	446	8.6983e-150	TOMM precursor leader peptide-binding protein	https://www.ncbi.nlm.nih.gov/protein/WP_212499692?report=genbank
69	1	ctg103462_1_0_780_pos	95.37%	58.67%	245	3.28715e-70	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MSR62063?report=genbank
69	2	ctg103462_1_0_780_pos	65.25%	52.66%	167	1.87399e-46	non-ribosomal peptide synthetase [Gemmatimonadetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9110803?report=genbank
69	3	ctg103462_1_0_780_pos	70.66%	53.01%	172	5.2625e-45	AMP-binding protein [Gemmatimonadetes bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBW3656310?report=genbank
70	1	ctg78666_1_0_777_neg	100.00%	90.35%	479	1.79551e-169	squalene synthase HpnD [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYK77089?report=genbank
70	2	ctg78666_1_0_777_neg	100.00%	89.58%	476	2.72196e-168	squalene synthase HpnD [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYL45522?report=genbank
70	3	ctg78666_1_0_777_neg	100.00%	93.05%	474	3.57806e-167	squalene synthase HpnD [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYL02026?report=genbank
71	1	ctg104488_1_0_768_pos	85.10%	68.57%	305	9.39308e-98	citramalate synthase [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/HCU96575?report=genbank
71	2	ctg104488_1_0_768_pos	85.10%	65.31%	295	1.46297e-93	citramalate synthase [Streptosporangiaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9451214?report=genbank
71	3	ctg104488_1_0_768_pos	85.10%	64.90%	293	4.6707e-93	citramalate synthase [Streptosporangiaceae bacterium] >gb|MBV9858022.1|	https://www.ncbi.nlm.nih.gov/protein/MBV9380810?report=genbank
72	1	ctg126610_1_0_744_pos	100.00%	100.00%	503	9.88256e-179	hypothetical protein [Pseudomonas sp. Irchel	https://www.ncbi.nlm.nih.gov/protein/WP_143501122?report=genbank
72	2	ctg126610_1_0_744_pos	100.00%	98.38%	498	2.45313e-177	hypothetical protein PspS04_19615 [Pseudomonas sp.	https://www.ncbi.nlm.nih.gov/protein/QHD02427?report=genbank
72	3	ctg126610_1_0_744_pos	100.00%	98.38%	497	2.67805e-176	MULTISPECIES: hypothetical protein [unclassified Pseudomonas]	https://www.ncbi.nlm.nih.gov/protein/WP_159997178?report=genbank
73	1	ctg1365_13_13273_13987_pos	100.00%	93.67%	465	3.95064e-165	hypothetical protein AYO43_05240 [Nitrospira sp.	https://www.ncbi.nlm.nih.gov/protein/OAI47028?report=genbank
73	2	ctg1365_13_13273_13987_pos	100.00%	87.34%	436	1.44112e-153	GNAT family N-acetyltransferase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/NWF72304?report=genbank
73	3	ctg1365_13_13273_13987_pos	100.00%	87.34%	434	8.90003e-153	GNAT family N-acetyltransferase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI5317162?report=genbank
74	1	ctg46964_1_0_636_pos	71.56%	96.69%	292	7.14272e-95	beta-ketoacyl-ACP synthase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMA35138?report=genbank
74	2	ctg46964_1_0_636_pos	71.09%	78.00%	231	3.83917e-71	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Deltaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBM4337579?report=genbank
74	3	ctg46964_1_0_636_pos	72.04%	74.34%	226	5.23887e-69	beta-ketoacyl-ACP synthase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBW2448727?report=genbank
75	1	ctg43100_1_0_621_pos	86.41%	56.35%	227	1.02254e-68	hypothetical protein [Pyrinomonadaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA3246893?report=genbank
75	2	ctg43100_1_0_621_pos	90.29%	53.66%	217	1.56771e-67	Non-ribosomal peptide synthetase, partial [Candidatus	https://www.ncbi.nlm.nih.gov/protein/OAD23910?report=genbank
75	3	ctg43100_1_0_621_pos	85.92%	57.65%	223	2.56233e-67	condensation domain-containing protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCA1628273?report=genbank
76	1	ctg39257_1_0_615_pos	99.02%	84.65%	292	4.46427e-95	hypothetical protein DMF92_13450 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYR28765?report=genbank
76	2	ctg39257_1_0_615_pos	97.55%	68.16%	233	5.58228e-72	hypothetical protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBW8866472?report=genbank
76	3	ctg39257_1_0_615_pos	97.06%	66.50%	220	1.23101e-67	hypothetical protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBF8299637?report=genbank
77	1	ctg59066_1_0_600_pos	98.99%	79.70%	320	3.85769e-106	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Chitinophagaceae	https://www.ncbi.nlm.nih.gov/protein/HCL82885?report=genbank
77	2	ctg59066_1_0_600_pos	92.96%	67.03%	261	6.30165e-83	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Bacteroidetes	https://www.ncbi.nlm.nih.gov/protein/MBS1742037?report=genbank
77	3	ctg59066_1_0_600_pos	98.99%	62.44%	258	7.57289e-82	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Agriterribacter	https://www.ncbi.nlm.nih.gov/protein/WP_152268790?report=genbank
79	1	ctg78736_1_0_552_neg	95.65%	64.97%	237	7.05896e-72	non-ribosomal peptide synthetase, partial [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/PYJ86154?report=genbank
79	2	ctg78736_1_0_552_neg	95.65%	62.57%	237	1.35053e-71	non-ribosomal peptide synthetase [Scytonema sp.	https://www.ncbi.nlm.nih.gov/protein/NJM70750?report=genbank
79	3	ctg78736_1_0_552_neg	95.65%	62.57%	237	1.91867e-71	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/NJR74969?report=genbank
80	1	ctg12020_1_0_540_pos	91.62%	86.59%	300	4.83689e-102	hypothetical protein EHM70_26315, partial [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/RPI20578?report=genbank
80	2	ctg12020_1_0_540_pos	99.44%	73.03%	273	2.02272e-88	phytoene synthase [Verrucomicrobia bacterium] >gb|TMB68161.1|	https://www.ncbi.nlm.nih.gov/protein/PYK47618?report=genbank
80	3	ctg12020_1_0_540_pos	98.88%	72.88%	270	5.35475e-87	squalene/phytoene synthase family protein [Deltaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMA86542?report=genbank
81	1	ctg35756_1_0_540_pos	100.00%	50.56%	190	1.20682e-53	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MCA9977287?report=genbank
81	2	ctg35756_1_0_540_pos	100.00%	51.11%	191	1.79072e-53	AMP-binding protein [Anaerolineales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCA9958793?report=genbank
81	3	ctg35756_1_0_540_pos	100.00%	50.00%	192	3.23451e-53	non-ribosomal peptide synthetase, partial [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/KAA3657013?report=genbank
82	1	ctg104733_1_0_528_neg	93.75%	50.60%	176	1.18648e-50	type III polyketide synthase [Proteobacteria	https://www.ncbi.nlm.nih.gov/protein/MBM74223?report=genbank
82	2	ctg104733_1_0_528_neg	93.75%	53.61%	174	5.42198e-50	type III polyketide synthase [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/MCB9681282?report=genbank
82	3	ctg104733_1_0_528_neg	96.59%	52.05%	174	7.43115e-50	type III polyketide synthase [Myxococcales	https://www.ncbi.nlm.nih.gov/protein/MCA9502752?report=genbank
83	1	ctg2064_12_6446_6986_pos	98.88%	76.97%	254	4.09558e-82	DUF692 domain-containing protein [Aromatoleum sp.]	https://www.ncbi.nlm.nih.gov/protein/NDP43435?report=genbank
83	2	ctg2064_12_6446_6986_pos	98.88%	71.35%	253	9.18302e-82	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH66968?report=genbank
83	3	ctg2064_12_6446_6986_pos	98.32%	68.36%	234	2.83516e-74	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMG81180?report=genbank
84	1	ctg84031_1_0_516_neg	100.00%	95.35%	333	5.59373e-112	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/RPH67805?report=genbank
84	2	ctg84031_1_0_516_neg	99.42%	73.68%	234	6.43708e-73	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Vitiosangium	https://www.ncbi.nlm.nih.gov/protein/WP_108077881?report=genbank
84	3	ctg84031_1_0_516_neg	99.42%	71.35%	226	4.99509e-70	beta-ketoacyl-[acyl-carrier-protein] synthase family protein [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/MBJ6765880?report=genbank
85	1	ctg69129_1_0_495_neg	87.27%	50.00%	131	2.98262e-33	lanthionine synthetase C family protein	https://www.ncbi.nlm.nih.gov/protein/WP_177326033?report=genbank
85	2	ctg69129_1_0_495_neg	87.27%	50.00%	131	3.91833e-33	lanthionine synthetase C family protein	https://www.ncbi.nlm.nih.gov/protein/WP_170135569?report=genbank
86	1	ctg101732_1_0_456_pos	94.04%	76.06%	219	9.43235e-67	condensation domain-containing protein, partial [Duganella	https://www.ncbi.nlm.nih.gov/protein/WP_229225259?report=genbank
86	2	ctg101732_1_0_456_pos	94.04%	76.06%	219	1.68186e-66	non-ribosomal peptide synthetase [Duganella sp.	https://www.ncbi.nlm.nih.gov/protein/MBV6325732?report=genbank
86	3	ctg101732_1_0_456_pos	91.39%	76.81%	218	1.57406e-62	amino acid adenylation domain-containing protein,	https://www.ncbi.nlm.nih.gov/protein/WP_217946618?report=genbank
87	1	ctg99213_1_0_456_pos	98.68%	76.51%	213	2.78855e-66	presqualene diphosphate synthase HpnD [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBI3456260?report=genbank
87	2	ctg99213_1_0_456_pos	99.34%	76.00%	206	1.26836e-63	squalene synthase HpnD [Candidatus Rokubacteria	https://www.ncbi.nlm.nih.gov/protein/PYM56761?report=genbank
87	3	ctg99213_1_0_456_pos	98.68%	75.17%	202	4.10244e-62	presqualene diphosphate synthase HpnD [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBI4012799?report=genbank
88	1	ctg405_20_18613_19054_neg	100.00%	84.25%	194	3.61196e-61	lasso peptide biosynthesis B2 protein	https://www.ncbi.nlm.nih.gov/protein/PYM78160?report=genbank
89	1	ctg58922_1_0_408_pos	91.11%	82.31%	215	7.07206e-62	hypothetical protein DMG65_22695, partial [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/PYP84413?report=genbank
89	2	ctg58922_1_0_408_pos	90.37%	81.30%	205	1.31313e-58	non-ribosomal peptide synthetase, partial [Acidobacteriia	https://www.ncbi.nlm.nih.gov/protein/PYP88164?report=genbank
89	3	ctg58922_1_0_408_pos	92.59%	74.24%	202	4.20054e-58	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBV9300897?report=genbank
90	1	ctg67142_1_0_348_neg	97.41%	56.91%	133	1.69418e-33	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBE0546007?report=genbank
90	2	ctg67142_1_0_348_neg	53.45%	52.38%	72	3.44277e-12	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_210613421?report=genbank
90	3	ctg67142_1_0_348_neg	53.45%	53.97%	72	5.87404e-12	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_169263544?report=genbank
91	1	ctg75139_1_0_303_pos	99.00%	92.93%	192	1.91552e-59	hypothetical protein E6L07_15720, partial [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/TMP89520?report=genbank
91	2	ctg75139_1_0_303_pos	99.00%	87.88%	183	2.25403e-55	hypothetical protein DMF22_10855, partial [Verrucomicrobia	https://www.ncbi.nlm.nih.gov/protein/PYL69671?report=genbank
91	3	ctg75139_1_0_303_pos	99.00%	88.89%	183	2.59212e-55	squalene synthase HpnD [Verrucomicrobia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYJ51265?report=genbank
92	1	ctg53096_1_0_300_neg	82.00%	64.29%	105	4.93749e-24	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/WP_224242636?report=genbank
92	2	ctg53096_1_0_300_neg	74.00%	67.57%	98	9.55383e-24	non-ribosomal peptide synthetase, partial [uncultured	https://www.ncbi.nlm.nih.gov/protein/AYC80032?report=genbank
92	3	ctg53096_1_0_300_neg	82.00%	60.98%	104	1.41561e-23	non-ribosomal peptide synthase/polyketide synthase [Corallococcus	https://www.ncbi.nlm.nih.gov/protein/WP_171413262?report=genbank
93	1	ctg2064_11_6147_6453_pos	100.00%	74.26%	147	1.1292e-41	DUF692 domain-containing protein [Betaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMH66968?report=genbank
93	2	ctg2064_11_6147_6453_pos	93.07%	76.60%	145	8.41182e-41	DUF692 domain-containing protein [Aromatoleum sp.]	https://www.ncbi.nlm.nih.gov/protein/NDP43435?report=genbank
93	3	ctg2064_11_6147_6453_pos	94.06%	71.58%	139	2.16039e-38	DUF692 domain-containing protein [Burkholderiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6194059?report=genbank
