QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
61	3	ctg1447_30_25569_27585_neg	100.00%	81.37%	1154	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT43592?report=genbank
62	1	ctg38_227_275448_277461_pos	99.70%	67.26%	958	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670574?report=genbank
62	2	ctg38_227_275448_277461_pos	99.85%	65.02%	935	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU33968?report=genbank
62	3	ctg38_227_275448_277461_pos	99.40%	63.84%	925	0.0	squalene--hopene cyclase [Acidobacteria bacterium] >gb|MBS1865238.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840130?report=genbank
63	1	ctg625_24_25420_27436_neg	100.00%	89.42%	1265	0.0	squalene--hopene cyclase [Acidobacteria bacterium] >gb|MBS1865238.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1840130?report=genbank
63	2	ctg625_24_25420_27436_neg	100.00%	81.70%	1173	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU05367?report=genbank
63	3	ctg625_24_25420_27436_neg	100.00%	79.73%	1142	0.0	squalene--hopene cyclase [Acidobacteria bacterium 13_2_20CM_57_7]	https://www.ncbi.nlm.nih.gov/protein/OLB21789?report=genbank
64	1	ctg358_57_62846_64862_pos	100.00%	87.03%	1228	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT50760?report=genbank
64	2	ctg358_57_62846_64862_pos	100.00%	86.44%	1215	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51397?report=genbank
64	3	ctg358_57_62846_64862_pos	99.85%	86.27%	1210	0.0	squalene--hopene cyclase [Acidobacteria bacterium 13_2_20CM_57_17]	https://www.ncbi.nlm.nih.gov/protein/OLB40694?report=genbank
66	1	ctg804_30_43440_45450_neg	100.00%	86.25%	1211	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5662774?report=genbank
66	2	ctg804_30_43440_45450_neg	100.00%	85.65%	1210	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5699611?report=genbank
66	3	ctg804_30_43440_45450_neg	100.00%	84.60%	1197	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5644908?report=genbank
67	1	ctg319_9_14515_16513_pos	95.49%	56.47%	729	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MBI3932940?report=genbank
67	2	ctg319_9_14515_16513_pos	96.24%	54.74%	701	0.0	hypothetical protein DMF82_00590 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYQ08868?report=genbank
67	3	ctg319_9_14515_16513_pos	95.94%	53.27%	685	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/MBI3932939?report=genbank
68	1	ctg154_102_114120_116103_pos	92.58%	65.70%	846	0.0	hypothetical protein AUH11_04025 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39488?report=genbank
68	2	ctg154_102_114120_116103_pos	92.58%	66.83%	844	0.0	hypothetical protein DMG48_00830 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU53627?report=genbank
68	3	ctg154_102_114120_116103_pos	92.58%	65.53%	843	0.0	hypothetical protein AUI02_03885 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB95307?report=genbank
69	1	ctg2825_22_18592_20593_pos	96.85%	68.50%	867	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670579?report=genbank
69	2	ctg2825_22_18592_20593_pos	96.25%	67.82%	867	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5644914?report=genbank
69	3	ctg2825_22_18592_20593_pos	96.25%	66.62%	863	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5662768?report=genbank
70	1	ctg395_21_21242_23246_neg	99.85%	86.94%	1126	0.0	hypothetical protein E6K34_14035 [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ15235?report=genbank
70	2	ctg395_21_21242_23246_neg	99.85%	86.80%	1124	0.0	hypothetical protein E6K25_04880 [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ32175?report=genbank
70	3	ctg395_21_21242_23246_neg	99.85%	87.30%	1122	0.0	hypothetical protein E6K36_13345 [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLZ00181?report=genbank
71	1	ctg20984_1_0_1977_neg	99.24%	58.75%	756	0.0	hypothetical protein DMG77_16210 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX28369?report=genbank
71	2	ctg20984_1_0_1977_neg	99.24%	56.16%	746	0.0	non-ribosomal peptide synthetase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX58964?report=genbank
71	3	ctg20984_1_0_1977_neg	99.09%	56.52%	710	0.0	AMP-binding protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8476959?report=genbank
72	1	ctg38_233_282695_284672_pos	97.26%	69.60%	868	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670579?report=genbank
72	2	ctg38_233_282695_284672_pos	96.50%	64.62%	819	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU24052?report=genbank
72	3	ctg38_233_282695_284672_pos	96.50%	64.12%	811	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5695324?report=genbank
73	1	ctg2192_21_19827_21759_pos	93.93%	57.33%	706	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/WP_051862606?report=genbank
73	2	ctg2192_21_19827_21759_pos	95.02%	53.24%	658	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/WP_202952225?report=genbank
73	3	ctg2192_21_19827_21759_pos	94.40%	52.92%	645	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/TML66672?report=genbank
74	1	ctg97015_1_0_1947_pos	100.00%	80.25%	1079	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBZ5526354?report=genbank
74	2	ctg97015_1_0_1947_pos	100.00%	73.93%	1018	0.0	putative Phenylalanine racemase (ATP-hydrolyzing) [Candidatus	https://www.ncbi.nlm.nih.gov/protein/SPF40209?report=genbank
74	3	ctg97015_1_0_1947_pos	81.17%	72.86%	810	0.0	acyltransferase domain-containing protein [Proteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS0317645?report=genbank
75	1	ctg616_50_58561_60535_neg	99.39%	87.90%	1193	0.0	squalene--hopene cyclase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ22995?report=genbank
75	2	ctg616_50_58561_60535_neg	99.39%	87.14%	1186	0.0	squalene--hopene cyclase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ51549?report=genbank
75	3	ctg616_50_58561_60535_neg	99.39%	82.55%	1152	0.0	squalene--hopene cyclase [Bradyrhizobium sp. AUGA	https://www.ncbi.nlm.nih.gov/protein/WP_212464792?report=genbank
76	1	ctg256_31_33712_35695_pos	100.00%	97.42%	1357	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5685217?report=genbank
76	2	ctg256_31_33712_35695_pos	96.06%	97.79%	1307	0.0	squalene--hopene cyclase, partial [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX68310?report=genbank
76	3	ctg256_31_33712_35695_pos	99.55%	89.65%	1260	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX49072?report=genbank
77	1	ctg2175_17_15655_17602_neg	97.22%	86.87%	1139	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51392?report=genbank
77	2	ctg2175_17_15655_17602_neg	97.22%	86.55%	1136	0.0	squalene synthase HpnC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB40690?report=genbank
77	3	ctg2175_17_15655_17602_neg	100.00%	85.38%	1134	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU79641?report=genbank
78	1	ctg467_44_38616_40569_neg	100.00%	78.46%	1049	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU79641?report=genbank
78	2	ctg467_44_38616_40569_neg	97.23%	78.80%	1035	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51392?report=genbank
78	3	ctg467_44_38616_40569_neg	97.23%	78.64%	1032	0.0	squalene synthase HpnC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB40690?report=genbank
79	1	ctg467_50_45526_47470_neg	99.85%	84.83%	1158	0.0	squalene--hopene cyclase [Acidobacteria bacterium 13_2_20CM_57_7]	https://www.ncbi.nlm.nih.gov/protein/OLB21789?report=genbank
79	2	ctg467_50_45526_47470_neg	99.85%	84.67%	1157	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT50760?report=genbank
79	3	ctg467_50_45526_47470_neg	99.85%	84.67%	1156	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT43592?report=genbank
80	1	ctg358_63_69737_71690_pos	100.00%	89.08%	1176	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51726?report=genbank
80	2	ctg358_63_69737_71690_pos	99.85%	82.00%	1095	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU75734?report=genbank
80	3	ctg358_63_69737_71690_pos	100.00%	81.85%	1093	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU79641?report=genbank
81	1	ctg51_55_57866_59819_pos	64.00%	50.00%	404	1.70152e-131	hypothetical protein DMG39_31010, partial [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYT64817?report=genbank
82	1	ctg892_29_32005_33931_neg	96.72%	58.87%	759	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/TME11547?report=genbank
82	2	ctg892_29_32005_33931_neg	97.66%	58.51%	759	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/TMC21967?report=genbank
82	3	ctg892_29_32005_33931_neg	96.57%	59.71%	753	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/TMI83428?report=genbank
83	1	ctg1511_43_29164_31144_neg	96.81%	88.87%	1212	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5599220?report=genbank
83	2	ctg1511_43_29164_31144_neg	99.24%	86.43%	1206	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX03117?report=genbank
83	3	ctg1511_43_29164_31144_neg	99.39%	87.52%	1205	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5703791?report=genbank
84	1	ctg804_23_36091_38053_neg	99.39%	70.03%	883	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670579?report=genbank
84	2	ctg804_23_36091_38053_neg	97.86%	66.17%	854	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5662768?report=genbank
84	3	ctg804_23_36091_38053_neg	98.62%	65.77%	840	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5644914?report=genbank
85	1	ctg79_188_185512_187495_neg	100.00%	72.18%	965	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY70392?report=genbank
85	2	ctg79_188_185512_187495_neg	100.00%	72.03%	962	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY88070?report=genbank
85	3	ctg79_188_185512_187495_neg	95.00%	75.91%	961	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY79141?report=genbank
86	1	ctg4_493_544790_546743_neg	99.85%	83.87%	1108	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU79641?report=genbank
86	2	ctg4_493_544790_546743_neg	97.23%	81.17%	1066	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51392?report=genbank
86	3	ctg4_493_544790_546743_neg	97.23%	80.85%	1061	0.0	squalene synthase HpnC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB40690?report=genbank
87	1	ctg625_18_18701_20645_neg	95.67%	81.72%	1070	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1840124?report=genbank
87	2	ctg625_18_18701_20645_neg	99.69%	76.23%	1046	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU79641?report=genbank
87	3	ctg625_18_18701_20645_neg	99.54%	74.39%	1025	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU75734?report=genbank
88	1	ctg1597_27_27013_28951_neg	99.07%	75.81%	1003	0.0	squalene synthase HpnC, partial [Acidobacteria	https://www.ncbi.nlm.nih.gov/protein/PYU41108?report=genbank
88	2	ctg1597_27_27013_28951_neg	99.07%	75.81%	1003	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU75734?report=genbank
88	3	ctg1597_27_27013_28951_neg	97.21%	75.79%	995	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51392?report=genbank
89	1	ctg11_152_168054_169986_pos	99.22%	72.46%	981	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5592945?report=genbank
89	2	ctg11_152_168054_169986_pos	99.53%	72.59%	967	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT21743?report=genbank
89	3	ctg11_152_168054_169986_pos	99.07%	73.80%	965	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI1785976?report=genbank
90	1	ctg1367_22_20963_22895_pos	99.53%	79.69%	980	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8405409?report=genbank
90	2	ctg1367_22_20963_22895_pos	99.53%	79.38%	978	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8143538?report=genbank
90	3	ctg1367_22_20963_22895_pos	99.53%	79.38%	977	0.0	squalene--hopene cyclase [Gammaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8307147?report=genbank
91	1	ctg203_46_43714_45646_pos	100.00%	83.54%	1087	0.0	squalene--hopene cyclase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9234754?report=genbank
91	2	ctg203_46_43714_45646_pos	100.00%	83.07%	1061	0.0	squalene--hopene cyclase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8743628?report=genbank
91	3	ctg203_46_43714_45646_pos	98.76%	74.03%	984	0.0	squalene--hopene cyclase [Pseudorhodoplanes sp.]	https://www.ncbi.nlm.nih.gov/protein/MBZ0149679?report=genbank
92	1	ctg12_262_345673_347599_pos	98.44%	73.28%	988	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3650425?report=genbank
92	2	ctg12_262_345673_347599_pos	99.53%	69.01%	934	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYV38002?report=genbank
92	3	ctg12_262_345673_347599_pos	99.53%	69.01%	932	0.0	squalene--hopene cyclase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYV91955?report=genbank
93	1	ctg301_66_83674_85603_pos	99.69%	80.40%	1031	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU24052?report=genbank
93	2	ctg301_66_83674_85603_pos	98.91%	65.30%	810	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670579?report=genbank
93	3	ctg301_66_83674_85603_pos	98.44%	61.67%	768	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5695324?report=genbank
94	1	ctg1118_12_10070_11996_pos	100.00%	82.22%	1097	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9506318?report=genbank
94	2	ctg1118_12_10070_11996_pos	100.00%	82.84%	1086	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PWU01587?report=genbank
94	3	ctg1118_12_10070_11996_pos	100.00%	80.66%	1050	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5576451?report=genbank
95	1	ctg1507_16_16405_18313_neg	96.38%	56.10%	700	0.0	hypothetical protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5666477?report=genbank
95	2	ctg1507_16_16405_18313_neg	96.69%	55.13%	696	0.0	hypothetical protein AUI02_03885 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB95307?report=genbank
95	3	ctg1507_16_16405_18313_neg	96.69%	54.97%	693	0.0	hypothetical protein AUH11_04025 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB39488?report=genbank
96	1	ctg21_30_26511_28428_neg	100.00%	75.55%	980	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5695324?report=genbank
96	2	ctg21_30_26511_28428_neg	99.53%	72.21%	951	0.0	squalene synthase HpnC [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5502342?report=genbank
96	3	ctg21_30_26511_28428_neg	98.90%	66.92%	820	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3670579?report=genbank
97	1	ctg1447_23_18669_20577_neg	96.69%	72.91%	947	0.0	squalene synthase HpnC [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB40690?report=genbank
97	2	ctg1447_23_18669_20577_neg	99.69%	72.55%	947	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51726?report=genbank
97	3	ctg1447_23_18669_20577_neg	96.69%	72.76%	944	0.0	squalene synthase HpnC [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU51392?report=genbank
98	1	ctg580_51_45980_47888_pos	97.64%	66.62%	848	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5619245?report=genbank
98	2	ctg580_51_45980_47888_pos	97.64%	64.07%	822	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9506318?report=genbank
98	3	ctg580_51_45980_47888_pos	98.27%	65.80%	819	0.0	squalene--hopene cyclase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5576451?report=genbank
99	1	ctg1632_23_18784_20665_pos	96.33%	56.38%	695	0.0	hypothetical protein AUI12_15315 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB83800?report=genbank
99	2	ctg1632_23_18784_20665_pos	96.33%	56.22%	692	0.0	hypothetical protein AUH16_05465 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB20138?report=genbank
99	3	ctg1632_23_18784_20665_pos	97.28%	53.53%	690	0.0	asparagine synthetase B [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU50582?report=genbank
100	1	ctg1052_15_11219_13082_neg	100.00%	96.45%	1253	0.0	RiPP maturation radical SAM protein	https://www.ncbi.nlm.nih.gov/protein/TMQ27453?report=genbank
100	2	ctg1052_15_11219_13082_neg	99.52%	89.63%	1177	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MBU6433072?report=genbank
100	3	ctg1052_15_11219_13082_neg	99.52%	88.65%	1160	0.0	radical SAM protein [Nitrospira sp.	https://www.ncbi.nlm.nih.gov/protein/OAI47537?report=genbank
101	1	ctg607_50_50359_52219_pos	99.84%	60.84%	764	0.0	asparagine synthetase B [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5696730?report=genbank
101	2	ctg607_50_50359_52219_pos	99.52%	56.84%	751	0.0	asparagine synthetase B [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51999?report=genbank
101	3	ctg607_50_50359_52219_pos	99.84%	56.70%	740	0.0	asparagine synthetase B [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU78905?report=genbank
102	1	ctg327_51_54226_56077_neg	99.51%	80.65%	992	0.0	hypothetical protein DMG44_15520 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT48290?report=genbank
102	2	ctg327_51_54226_56077_neg	98.21%	56.03%	650	0.0	hypothetical protein DMG33_04185 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU07643?report=genbank
102	3	ctg327_51_54226_56077_neg	98.21%	56.03%	650	0.0	hypothetical protein AUI53_04780 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLD61657?report=genbank
103	1	ctg214_72_83013_84858_pos	100.00%	60.81%	749	0.0	hypothetical protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1864627?report=genbank
103	2	ctg214_72_83013_84858_pos	95.11%	62.05%	734	0.0	hypothetical protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1842020?report=genbank
104	1	ctg1807_23_23556_25395_neg	99.02%	62.83%	762	0.0	asparagine synthetase B [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5642573?report=genbank
104	2	ctg1807_23_23556_25395_neg	99.02%	62.66%	756	0.0	asparagine synthetase B [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5643362?report=genbank
104	3	ctg1807_23_23556_25395_neg	99.02%	61.84%	751	0.0	asparagine synthetase B [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5659095?report=genbank
105	1	ctg6762_7_6570_8418_pos	97.07%	58.11%	727	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MCC6262817?report=genbank
105	2	ctg6762_7_6570_8418_pos	98.86%	57.61%	726	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MCC7341602?report=genbank
105	3	ctg6762_7_6570_8418_pos	96.75%	55.91%	693	0.0	RiPP maturation radical SAM C-methyltransferase	https://www.ncbi.nlm.nih.gov/protein/MCC6585167?report=genbank
107	1	ctg458_22_38092_39934_neg	74.88%	77.34%	736	0.0	hypothetical protein DMG77_02160 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYX33059?report=genbank
107	2	ctg458_22_38092_39934_neg	74.71%	60.56%	548	0.0	non-ribosomal peptide synthetase [Thermogemmatispora aurantia]	https://www.ncbi.nlm.nih.gov/protein/WP_151729755?report=genbank
107	3	ctg458_22_38092_39934_neg	75.37%	59.09%	548	0.0	amino acid adenylation domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/TME11547?report=genbank
109	1	ctg3626_15_13477_15268_pos	100.00%	91.62%	1111	0.0	squalene--hopene cyclase [Bradyrhizobium sp.]	https://www.ncbi.nlm.nih.gov/protein/THD45741?report=genbank
109	2	ctg3626_15_13477_15268_pos	100.00%	89.11%	1101	0.0	squalene--hopene cyclase [Bradyrhizobium lablabi] >emb|SHJ68535.1|	https://www.ncbi.nlm.nih.gov/protein/WP_079537373?report=genbank
109	3	ctg3626_15_13477_15268_pos	100.00%	88.78%	1097	0.0	squalene--hopene cyclase [Bradyrhizobium sp. dw_411]	https://www.ncbi.nlm.nih.gov/protein/WP_213736659?report=genbank
110	1	ctg31817_1_0_1773_neg	99.83%	87.29%	976	0.0	non-ribosomal peptide synthetase [Mycobacterium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_076124496?report=genbank
110	2	ctg31817_1_0_1773_neg	99.83%	85.93%	971	0.0	non-ribosomal peptide synthetase, partial [Mycobacterium	https://www.ncbi.nlm.nih.gov/protein/WP_067113330?report=genbank
110	3	ctg31817_1_0_1773_neg	99.66%	86.10%	965	0.0	non-ribosomal peptide synthetase [Mycobacterium sp.	https://www.ncbi.nlm.nih.gov/protein/WP_076115653?report=genbank
111	1	ctg2132_27_25591_27379_pos	100.00%	92.62%	1095	0.0	squalene--hopene cyclase [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/TML54175?report=genbank
111	2	ctg2132_27_25591_27379_pos	100.00%	84.37%	994	0.0	squalene--hopene cyclase [Thermoleophilia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBX5474118?report=genbank
111	3	ctg2132_27_25591_27379_pos	100.00%	81.18%	981	0.0	squalene--hopene cyclase [Actinomycetia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8258840?report=genbank
112	1	ctg231_110_98611_100393_pos	96.96%	53.62%	650	0.0	long-chain fatty acid--CoA ligase [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMF84700?report=genbank
112	2	ctg231_110_98611_100393_pos	94.60%	54.74%	619	0.0	long-chain fatty acid--CoA ligase [Chloroflexi	https://www.ncbi.nlm.nih.gov/protein/TMC07470?report=genbank
112	3	ctg231_110_98611_100393_pos	95.11%	53.32%	617	0.0	long-chain fatty acid--CoA ligase [Candidatus	https://www.ncbi.nlm.nih.gov/protein/MBJ7598670?report=genbank
113	1	ctg1385_13_17770_19507_neg	95.16%	54.46%	615	0.0	hypothetical protein DMG58_03455 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT34965?report=genbank
113	2	ctg1385_13_17770_19507_neg	94.46%	53.56%	612	0.0	hypothetical protein [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5688953?report=genbank
