QueryIdx	HitIdx	Query Description	Query Cover	Per. Ident	Score (bits)	E-value	Match Description	Accession Link
50	1	ctg335_36_41183_41555_neg lassopeptide biosynthetic-additional	64.23%	50.63%	83	6.80171e-16	hypothetical protein DMG44_15520 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT48290?report=genbank
51	1	ctg1178_33_33263_34595_neg mix:thiopeptide,TfuA-related biosynthetic-additional	99.77%	92.33%	825	0.0	S41 family peptidase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MCC6890575?report=genbank
51	2	ctg1178_33_33263_34595_neg mix:thiopeptide,TfuA-related biosynthetic-additional	99.77%	91.87%	818	0.0	S41 family peptidase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8288903?report=genbank
51	3	ctg1178_33_33263_34595_neg mix:thiopeptide,TfuA-related biosynthetic-additional	99.32%	92.31%	818	0.0	S41 family peptidase [Bradyrhizobium sp.]	https://www.ncbi.nlm.nih.gov/protein/MBW8852945?report=genbank
52	1	ctg372_44_52662_53574_neg LAP biosynthetic-additional	98.35%	90.27%	556	0.0	hydroxymethylglutaryl-CoA lyase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMK52475?report=genbank
52	2	ctg372_44_52662_53574_neg LAP biosynthetic-additional	100.00%	86.51%	548	0.0	MULTISPECIES: hydroxymethylglutaryl-CoA lyase [unclassified Bradyrhizobium]	https://www.ncbi.nlm.nih.gov/protein/WP_212209454?report=genbank
52	3	ctg372_44_52662_53574_neg LAP biosynthetic-additional	99.67%	84.82%	543	0.0	hydroxymethylglutaryl-CoA lyase [Bradyrhizobium liaoningense] >gb|MBR0719696.1|	https://www.ncbi.nlm.nih.gov/protein/WP_212407834?report=genbank
53	1	ctg2059_8_3581_4148_neg bacteriocin biosynthetic-additional	98.40%	81.62%	323	1.42328e-109	SDR family oxidoreductase [Pantanalinema sp.	https://www.ncbi.nlm.nih.gov/protein/MBL1178793?report=genbank
53	2	ctg2059_8_3581_4148_neg bacteriocin biosynthetic-additional	98.94%	78.49%	320	3.6856e-108	SDR family oxidoreductase [Leptolyngbya sp.	https://www.ncbi.nlm.nih.gov/protein/NEQ47368?report=genbank
53	3	ctg2059_8_3581_4148_neg bacteriocin biosynthetic-additional	97.87%	78.80%	314	4.2237e-106	SDR family oxidoreductase [Leptolyngbya sp.	https://www.ncbi.nlm.nih.gov/protein/WP_008309973?report=genbank
54	1	ctg372_45_53593_55600_neg LAP biosynthetic-additional	100.00%	85.48%	1154	0.0	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Alphaproteobacteria	https://www.ncbi.nlm.nih.gov/protein/TMK52474?report=genbank
54	2	ctg372_45_53593_55600_neg LAP biosynthetic-additional	99.55%	85.11%	1152	0.0	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Hyphomicrobiales	https://www.ncbi.nlm.nih.gov/protein/MBN8987363?report=genbank
54	3	ctg372_45_53593_55600_neg LAP biosynthetic-additional	99.85%	82.93%	1151	0.0	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Bradyrhizobium	https://www.ncbi.nlm.nih.gov/protein/WP_027517804?report=genbank
55	1	ctg621_60_66288_66954_pos bacteriocin biosynthetic-additional	100.00%	73.76%	344	8.00449e-118	glutathione S-transferase [Deltaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI3783942?report=genbank
55	2	ctg621_60_66288_66954_pos bacteriocin biosynthetic-additional	100.00%	74.66%	338	1.55744e-115	glutathione S-transferase [Steroidobacteraceae bacterium] >gb|MBM2853307.1|	https://www.ncbi.nlm.nih.gov/protein/MBF8292429?report=genbank
55	3	ctg621_60_66288_66954_pos bacteriocin biosynthetic-additional	100.00%	69.23%	336	9.92253e-115	glutathione S-transferase [Leptolyngbya sp. KIOST-1]	https://www.ncbi.nlm.nih.gov/protein/WP_035984354?report=genbank
56	1	ctg335_38_41993_42299_neg lassopeptide biosynthetic-additional	100.00%	70.30%	145	4.88865e-43	hypothetical protein AUH16_12320 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB16883?report=genbank
56	2	ctg335_38_41993_42299_neg lassopeptide biosynthetic-additional	100.00%	70.30%	144	1.72557e-42	hypothetical protein AUI36_02345 [Cyanobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE71695?report=genbank
56	3	ctg335_38_41993_42299_neg lassopeptide biosynthetic-additional	100.00%	69.31%	144	1.96828e-42	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT45275?report=genbank
57	1	ctg1632_33_27414_27816_pos lassopeptide biosynthetic-additional	96.99%	52.67%	139	1.40293e-36	hypothetical protein DMG29_10390 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU14109?report=genbank
57	2	ctg1632_33_27414_27816_pos lassopeptide biosynthetic-additional	100.00%	51.11%	134	7.29854e-35	hypothetical protein AUH66_03390 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLC83088?report=genbank
57	3	ctg1632_33_27414_27816_pos lassopeptide biosynthetic-additional	98.50%	50.38%	133	2.26592e-34	hypothetical protein AUH11_18930 [Acidobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLB34213?report=genbank
58	1	ctg1052_10_7588_8524_pos bacteriocin biosynthetic-additional	100.00%	98.71%	625	0.0	UDP-3-O-acyl-N-acetylglucosamine deacetylase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMQ29701?report=genbank
58	2	ctg1052_10_7588_8524_pos bacteriocin biosynthetic-additional	100.00%	94.53%	604	0.0	UDP-3-O-acyl-N-acetylglucosamine deacetylase [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TLY26881?report=genbank
58	3	ctg1052_10_7588_8524_pos bacteriocin biosynthetic-additional	100.00%	93.57%	597	0.0	UDP-3-O-acyl-N-acetylglucosamine deacetylase [Nitrospiraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBK5282877?report=genbank
59	1	ctg5394_11_8466_9453_pos bacteriocin biosynthetic-additional	98.78%	52.76%	309	9.66137e-100	hypothetical protein DMG36_02745 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT95231?report=genbank
60	1	ctg3032_19_13075_13897_neg bacteriocin biosynthetic-additional	84.98%	67.38%	307	1.58067e-101	pseudouridine synthase [Acidobacteria bacterium 13_2_20CM_57_17]	https://www.ncbi.nlm.nih.gov/protein/OLB38592?report=genbank
60	2	ctg3032_19_13075_13897_neg bacteriocin biosynthetic-additional	86.08%	66.53%	304	1.13296e-100	pseudouridine synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU78515?report=genbank
60	3	ctg3032_19_13075_13897_neg bacteriocin biosynthetic-additional	84.25%	66.23%	303	2.32383e-100	rRNA pseudouridine synthase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5706828?report=genbank
61	1	ctg1507_18_18719_20756_neg lassopeptide biosynthetic-additional	99.56%	69.13%	990	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5666475?report=genbank
61	2	ctg1507_18_18719_20756_neg lassopeptide biosynthetic-additional	99.71%	67.06%	948	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5688951?report=genbank
61	3	ctg1507_18_18719_20756_neg lassopeptide biosynthetic-additional	99.71%	65.68%	917	0.0	hypothetical protein DMG36_14175 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT92594?report=genbank
62	1	ctg783_34_33367_36802_pos lassopeptide biosynthetic-additional	99.30%	75.79%	1649	0.0	hypothetical protein DMG44_05630 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT50648?report=genbank
62	2	ctg783_34_33367_36802_pos lassopeptide biosynthetic-additional	99.83%	69.84%	1595	0.0	hypothetical protein DMG48_04035 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU52468?report=genbank
62	3	ctg783_34_33367_36802_pos lassopeptide biosynthetic-additional	99.13%	70.45%	1584	0.0	hypothetical protein DMG47_13665 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT43279?report=genbank
63	1	ctg86_38_34335_34965_pos bacteriocin biosynthetic-additional	99.52%	61.43%	241	1.65927e-77	glutathione S-transferase family protein [Myxococcaceae	https://www.ncbi.nlm.nih.gov/protein/RPH71487?report=genbank
64	1	ctg471_19_19673_20606_pos LAP biosynthetic-additional	99.68%	74.84%	413	3.46833e-142	FAD-dependent oxidoreductase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV9628048?report=genbank
64	2	ctg471_19_19673_20606_pos LAP biosynthetic-additional	99.68%	74.52%	412	8.89484e-142	FAD-dependent oxidoreductase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8744540?report=genbank
64	3	ctg471_19_19673_20606_pos LAP biosynthetic-additional	97.42%	57.84%	342	2.02881e-114	FAD-dependent oxidoreductase [Rhodospirillales bacterium]	https://www.ncbi.nlm.nih.gov/protein/NQU72022?report=genbank
65	1	ctg2079_15_13044_13851_neg bacteriocin biosynthetic-additional	99.63%	82.46%	452	5.44887e-159	polyprenol monophosphomannose synthase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/PWU00285?report=genbank
65	2	ctg2079_15_13044_13851_neg bacteriocin biosynthetic-additional	86.19%	68.83%	324	1.4767e-108	polyprenol monophosphomannose synthase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5583939?report=genbank
65	3	ctg2079_15_13044_13851_neg bacteriocin biosynthetic-additional	97.76%	65.65%	324	2.15421e-108	polyprenol monophosphomannose synthase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1856193?report=genbank
66	1	ctg372_46_55602_57207_neg LAP biosynthetic-additional	100.00%	94.57%	1051	0.0	methylcrotonoyl-CoA carboxylase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMJ46843?report=genbank
66	2	ctg372_46_55602_57207_neg LAP biosynthetic-additional	100.00%	94.57%	1050	0.0	methylcrotonoyl-CoA carboxylase [Alphaproteobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMK52473?report=genbank
66	3	ctg372_46_55602_57207_neg LAP biosynthetic-additional	100.00%	93.26%	1040	0.0	methylcrotonoyl-CoA carboxylase [Bradyrhizobium lablabi]	https://www.ncbi.nlm.nih.gov/protein/WP_079544590?report=genbank
67	1	ctg1385_16_20135_22169_neg lassopeptide biosynthetic-additional	99.85%	77.84%	1087	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5688951?report=genbank
67	2	ctg1385_16_20135_22169_neg lassopeptide biosynthetic-additional	99.41%	69.29%	997	0.0	prolyl oligopeptidase family serine peptidase	https://www.ncbi.nlm.nih.gov/protein/MBZ5666475?report=genbank
67	3	ctg1385_16_20135_22169_neg lassopeptide biosynthetic-additional	99.70%	66.27%	925	0.0	hypothetical protein DMG36_14175 [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT92594?report=genbank
68	1	ctg471_17_17103_17970_neg LAP biosynthetic-additional	100.00%	83.33%	494	4.16963e-174	quinone oxidoreductase [Xanthobacteraceae bacterium] >gb|MBV9628051.1|	https://www.ncbi.nlm.nih.gov/protein/MBV9236909?report=genbank
68	2	ctg471_17_17103_17970_neg LAP biosynthetic-additional	100.00%	82.99%	491	7.12101e-173	quinone oxidoreductase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8513558?report=genbank
68	3	ctg471_17_17103_17970_neg LAP biosynthetic-additional	100.00%	82.99%	489	2.59432e-172	quinone oxidoreductase [Xanthobacteraceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8744806?report=genbank
69	1	ctg1807_26_27884_28184_neg lassopeptide biosynthetic-additional	98.99%	83.67%	164	1.37158e-50	PqqD family peptide modification chaperone	https://www.ncbi.nlm.nih.gov/protein/MBZ5643360?report=genbank
69	2	ctg1807_26_27884_28184_neg lassopeptide biosynthetic-additional	100.00%	79.80%	160	4.02797e-49	PqqD family peptide modification chaperone	https://www.ncbi.nlm.nih.gov/protein/MBZ5659092?report=genbank
69	3	ctg1807_26_27884_28184_neg lassopeptide biosynthetic-additional	96.97%	61.46%	123	2.99607e-34	lasso peptide biosynthesis PqqD family	https://www.ncbi.nlm.nih.gov/protein/NOZ28715?report=genbank
70	1	ctg51_64_66977_69206_neg lassopeptide biosynthetic-additional	99.60%	70.62%	1106	0.0	xanthine dehydrogenase family protein molybdopterin-binding	https://www.ncbi.nlm.nih.gov/protein/PYU51596?report=genbank
70	2	ctg51_64_66977_69206_neg lassopeptide biosynthetic-additional	99.60%	69.95%	1105	0.0	xanthine dehydrogenase family protein molybdopterin-binding	https://www.ncbi.nlm.nih.gov/protein/PYT51719?report=genbank
70	3	ctg51_64_66977_69206_neg lassopeptide biosynthetic-additional	99.60%	70.08%	1101	0.0	xanthine dehydrogenase family protein molybdopterin-binding	https://www.ncbi.nlm.nih.gov/protein/PYU81810?report=genbank
71	1	ctg245_86_82552_83413_neg lanthipeptide biosynthetic-additional	99.65%	77.89%	465	1.38903e-163	alpha/beta hydrolase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV1698843?report=genbank
71	2	ctg245_86_82552_83413_neg lanthipeptide biosynthetic-additional	98.95%	72.79%	453	8.1292e-159	alpha/beta hydrolase [Thermoleophilaceae bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBA2439438?report=genbank
71	3	ctg245_86_82552_83413_neg lanthipeptide biosynthetic-additional	98.95%	72.44%	442	1.0856e-154	alpha/beta hydrolase [Hyphomicrobiales bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBV8419103?report=genbank
72	1	ctg1052_18_14688_16056_pos bacteriocin biosynthetic-additional	100.00%	97.80%	877	0.0	amino acid permease [Nitrospirae bacterium]	https://www.ncbi.nlm.nih.gov/protein/TMQ27450?report=genbank
72	2	ctg1052_18_14688_16056_pos bacteriocin biosynthetic-additional	99.78%	89.21%	810	0.0	hypothetical protein AYO43_04130 [Nitrospira sp.	https://www.ncbi.nlm.nih.gov/protein/OAI47533?report=genbank
72	3	ctg1052_18_14688_16056_pos bacteriocin biosynthetic-additional	99.78%	89.21%	803	0.0	hypothetical protein EWM73_03173 [Nitrospira sp.]	https://www.ncbi.nlm.nih.gov/protein/TKS60255?report=genbank
73	1	ctg51_63_66257_66863_neg lassopeptide biosynthetic-additional	100.00%	87.56%	362	1.40599e-125	phosphoribosylglycinamide formyltransferase [Acidobacteria bacterium] >gb|MBS1864736.1|	https://www.ncbi.nlm.nih.gov/protein/MBS1842097?report=genbank
73	2	ctg51_63_66257_66863_neg lassopeptide biosynthetic-additional	100.00%	84.08%	343	2.47345e-118	phosphoribosylglycinamide formyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT51800?report=genbank
73	3	ctg51_63_66257_66863_neg lassopeptide biosynthetic-additional	99.50%	83.50%	343	3.21807e-118	phosphoribosylglycinamide formyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU04995?report=genbank
74	1	ctg607_58_58383_59256_neg lassopeptide biosynthetic-additional	100.00%	84.14%	494	9.73768e-175	putative 4-hydroxybenzoate polyprenyltransferase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5502604?report=genbank
74	2	ctg607_58_58383_59256_neg lassopeptide biosynthetic-additional	100.00%	82.76%	492	5.09712e-174	putative 4-hydroxybenzoate polyprenyltransferase [Acidobacteriia bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBZ5694426?report=genbank
74	3	ctg607_58_58383_59256_neg lassopeptide biosynthetic-additional	98.28%	76.39%	437	1.26305e-152	UbiA family prenyltransferase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBI1750709?report=genbank
75	1	ctg51_50_54308_55406_neg lassopeptide biosynthetic-additional	95.07%	91.93%	654	0.0	alcohol dehydrogenase catalytic domain-containing protein	https://www.ncbi.nlm.nih.gov/protein/MBS1841541?report=genbank
75	2	ctg51_50_54308_55406_neg lassopeptide biosynthetic-additional	95.07%	81.84%	597	0.0	alcohol dehydrogenase [Acidobacteria bacterium] >gb|PYU57067.1|	https://www.ncbi.nlm.nih.gov/protein/PYU40768?report=genbank
75	3	ctg51_50_54308_55406_neg lassopeptide biosynthetic-additional	95.07%	81.56%	594	0.0	alcohol dehydrogenase [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYU65365?report=genbank
76	1	ctg214_70_82269_82575_pos lassopeptide biosynthetic-additional	100.00%	81.19%	174	1.39234e-54	hypothetical protein AUG75_11645 [Cyanobacteria bacterium	https://www.ncbi.nlm.nih.gov/protein/OLE97154?report=genbank
76	2	ctg214_70_82269_82575_pos lassopeptide biosynthetic-additional	100.00%	81.19%	172	9.92948e-54	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/MBS1842022?report=genbank
76	3	ctg214_70_82269_82575_pos lassopeptide biosynthetic-additional	99.01%	68.00%	148	4.21632e-44	PqqD family protein [Acidobacteria bacterium]	https://www.ncbi.nlm.nih.gov/protein/PYT53792?report=genbank
